run_id,simulation_start,gt_degradation_type,gt_target_component,gt_active_severity,target_fault_class,target_fault_idx
BEARING_SEV040,7.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,8.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,9.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,10.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,11.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,12.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,13.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,14.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,15.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,16.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,17.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,18.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,19.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,20.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,21.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,22.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,23.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,24.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,25.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,26.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,27.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,28.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,29.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,30.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,31.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,32.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,33.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,34.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,35.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,36.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,37.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,38.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,39.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,40.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,41.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,42.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,43.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,44.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,45.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,46.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,47.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,48.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,49.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,50.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,51.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,52.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,53.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,54.0,BEARING,BEARING,0.4,BEARING,3
BEARING_SEV040,55.0,BEARING,BEARING,0.4,BEARING,3
COOLING_SEV020,0.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,1.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,2.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,3.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,4.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,5.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,6.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,7.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,8.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,9.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,10.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,11.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,12.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,13.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,14.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,15.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,16.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,17.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,18.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,19.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,20.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,21.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,22.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,23.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,24.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,25.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,26.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,27.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,28.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,29.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,30.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,31.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,32.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,33.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,34.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,35.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,36.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,37.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,38.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,39.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,40.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,41.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,42.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,43.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,44.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,45.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,46.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,47.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,48.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,49.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,50.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,51.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,52.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,53.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,54.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV020,55.0,COOLING,COOLING_SYSTEM,0.2,COOLING,4
COOLING_SEV040,0.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,1.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,2.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,3.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,4.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,5.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,6.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,7.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,8.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,9.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,10.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,11.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,12.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,13.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,14.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,15.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,16.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,17.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,18.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,19.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,20.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,21.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,22.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,23.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,24.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,25.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,26.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,27.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,28.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,29.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,30.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,31.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,32.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,33.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,34.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,35.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,36.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,37.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,38.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,39.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,40.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,41.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,42.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,43.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,44.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,45.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,46.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,47.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,48.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,49.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,50.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,51.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,52.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,53.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,54.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
COOLING_SEV040,55.0,COOLING,COOLING_SYSTEM,0.4,COOLING,4
CYL1_SEV020,0.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,1.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,2.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,3.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,4.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,5.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,6.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,7.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,8.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,9.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,10.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,11.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,12.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,13.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,14.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,15.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,16.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,17.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,18.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,19.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,20.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,21.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,22.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,23.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,24.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,25.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,26.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,27.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,28.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,29.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,30.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,31.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,32.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,33.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,34.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,35.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,36.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,37.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,38.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,39.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,40.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,41.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,42.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,43.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,44.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,45.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,46.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,47.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,48.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,49.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,50.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,51.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,52.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,53.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,54.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV020,55.0,CYLINDER,CYLINDER_1,0.2,CYLINDER_1,1
CYL1_SEV040,0.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,1.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,2.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,3.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,4.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,5.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,6.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,7.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,8.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,9.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,10.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,11.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,12.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,13.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,14.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,15.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,16.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,17.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,18.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,19.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,20.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,21.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,22.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,23.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,24.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,25.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,26.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,27.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,28.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,29.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,30.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,31.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,32.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,33.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,34.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,35.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,36.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,37.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,38.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,39.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,40.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,41.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,42.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,43.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,44.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,45.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,46.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,47.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,48.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,49.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,50.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,51.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,52.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,53.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,54.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL1_SEV040,55.0,CYLINDER,CYLINDER_1,0.4,CYLINDER_1,1
CYL3_SEV020,0.0,CYLINDER,CYLINDER_3,0.2,CYLINDER_3,2
CYL3_SEV020,1.0,CYLINDER,CYLINDER_3,0.2,CYLINDER_3,2
CYL3_SEV020,2.0,CYLINDER,CYLINDER_3,0.2,CYLINDER_3,2
CYL3_SEV020,3.0,CYLINDER,CYLINDER_3,0.2,CYLINDER_3,2
CYL3_SEV020,4.0,CYLINDER,CYLINDER_3,0.2,CYLINDER_3,2
